source_dataset	dataset	species	section_id	technology	validation_strategy	n_cells_or_bins	n_groups	n_lr_pairs_in_table	random_seed	n_permutations	validation_score_method	expression_potential_stat	expression_potential_power	kernel	score_type	null_model	k	top_k	n_pairs	observed_mean	observed_score	null_mean	null_sd	top_k_enrichment_z	top_k_empirical_pvalue	enrichment_z	empirical_p
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	spatial_ccc_score	matched_random_lr	5000	5000	4021	1.7810638411153048e-05	1.7810638411153048e-05	1.6255857436475848e-05	4.335188519105993e-07	3.5864206777282863	0.0019980019980019	3.5864206777282863	0.0019980019980019
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	spatial_ccc_score	score_permutation	5000	5000	4021	1.7810638411153048e-05	1.7810638411153048e-05	1.7810638411153044e-05	3.3898271265208486e-21	0.999499874937461	1.0	0.999499874937461	1.0
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	pooled	100	100	100	2.2503002307098392e-05	2.2503002307098392e-05	1.8706354876779096e-05	7.0025560554042296e-06	0.5421802268029299	0.1757060734816296	0.5421802268029299	0.1757060734816296
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	coordinate_permutation	100	100	100	2.2503002307098392e-05	2.2503002307098392e-05	2.167901467846069e-05	1.5534868304545058e-07	5.304117244409636	0.0009990009990009	5.304117244409636	0.0009990009990009
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	celltype_permutation	100	100	100	2.2503002307098392e-05	2.2503002307098392e-05	2.595686224514432e-05	6.798663673103776e-06	-0.5080204146161487	0.6593406593406593	-0.5080204146161487	0.6593406593406593
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	matched_random_lr	100	100	100	2.2503002307098392e-05	2.2503002307098392e-05	1.736698900614341e-05	2.413065499414806e-06	2.1284185208402007	0.0439560439560439	2.1284185208402007	0.0439560439560439
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	score_permutation	100	100	100	2.2503002307098392e-05	2.2503002307098392e-05	9.822553577367962e-06	1.39889931535167e-06	9.064589989124904	0.0009990009990009	9.064589989124904	0.0009990009990009
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	pooled	500	500	500	1.5980300301329294e-05	1.5980300301329294e-05	1.3425419162051288e-05	4.421756488985414e-06	0.5777977927192983	0.1547113221694576	0.5777977927192983	0.1547113221694576
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	coordinate_permutation	500	500	500	1.5980300301329294e-05	1.5980300301329294e-05	1.5444526912717004e-05	1.0943294720089781e-07	4.895905687605344	0.0009990009990009	4.895905687605344	0.0009990009990009
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	celltype_permutation	500	500	500	1.5980300301329294e-05	1.5980300301329294e-05	1.791283847593118e-05	4.6020303205330506e-06	-0.4199316475555165	0.6173826173826173	-0.4199316475555165	0.6173826173826173
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	matched_random_lr	500	500	500	1.5980300301329294e-05	1.5980300301329294e-05	1.248450184518455e-05	8.494394470317919e-07	4.115418077604192	0.0019980019980019	4.115418077604192	0.0019980019980019
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	score_permutation	500	500	500	1.5980300301329294e-05	1.5980300301329294e-05	7.859809414372421e-06	4.7226435128285e-07	17.19479961783803	0.0009990009990009	17.19479961783803	0.0009990009990009
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	pooled	1000	1000	1000	1.2923807963864572e-05	1.2923807963864572e-05	1.1239411212778711e-05	3.325817178720925e-06	0.5064610171187052	0.1579605098725318	0.5064610171187052	0.1579605098725318
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	coordinate_permutation	1000	1000	1000	1.2923807963864572e-05	1.2923807963864572e-05	1.2495024976351275e-05	8.853172102085589e-08	4.843269537393126	0.0019980019980019	4.843269537393126	0.0019980019980019
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	celltype_permutation	1000	1000	1000	1.2923807963864572e-05	1.2923807963864572e-05	1.4586636969717884e-05	3.729751665643112e-06	-0.4458283432568943	0.6303696303696303	-0.4458283432568943	0.6303696303696303
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	matched_random_lr	1000	1000	1000	1.2923807963864572e-05	1.2923807963864572e-05	1.0750330748305245e-05	5.465690461156145e-07	3.976583070347489	0.0009990009990009	3.976583070347489	0.0009990009990009
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	score_permutation	1000	1000	1000	1.2923807963864572e-05	1.2923807963864572e-05	7.12565215674044e-06	2.952300981574201e-07	19.63944680204148	0.0009990009990009	19.63944680204148	0.0009990009990009
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	pooled	5000	5000	4021	6.600123504065072e-06	6.600123504065072e-06	6.462257520971597e-06	1.2104540446251233e-06	0.1138960902362651	0.1667083229192701	0.1138960902362651	0.1667083229192701
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	coordinate_permutation	5000	5000	4021	6.600123504065072e-06	6.600123504065072e-06	6.393531053279875e-06	4.5258061305862185e-08	4.564765807996237	0.0019980019980019	4.564765807996237	0.0019980019980019
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	celltype_permutation	5000	5000	4021	6.600123504065072e-06	6.600123504065072e-06	7.636491416280038e-06	1.9447707460109483e-06	-0.5328997848927598	0.6653346653346653	-0.5328997848927598	0.6653346653346653
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	matched_random_lr	5000	5000	4021	6.600123504065072e-06	6.600123504065072e-06	5.76491793604126e-06	1.659754239263673e-07	5.032103839628325	0.0009990009990009	5.032103839628325	0.0009990009990009
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	role_only	11698	17	5000	0	1000	role_only			exp	model_weighted_spatial_ccc_score	score_permutation	5000	5000	4021	6.600123504065072e-06	6.600123504065072e-06	6.054089678285215e-06	1.224584104340878e-07	4.458932823350301	0.0009990009990009	4.458932823350301	0.0009990009990009
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	pooled	100	100	100	1.327065995489472e-05	1.327065995489472e-05	1.4408906991094192e-05	3.199488541394958e-06	-0.3557590600725209	0.7628092976755811	-0.3557590600725209	0.7628092976755811
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	coordinate_permutation	100	100	100	1.327065995489472e-05	1.327065995489472e-05	1.333115129844776e-05	1.16981059004685e-07	-0.5171037436976557	0.6893106893106893	-0.5171037436976557	0.6893106893106893
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	celltype_permutation	100	100	100	1.327065995489472e-05	1.327065995489472e-05	1.4960761214760698e-05	4.185696967038611e-06	-0.4037801286560236	0.6063936063936064	-0.4037801286560236	0.6063936063936064
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	matched_random_lr	100	100	100	1.327065995489472e-05	1.327065995489472e-05	1.607305549627359e-05	4.23169839972063e-06	-0.6622389586091199	0.7562437562437563	-0.6622389586091199	0.7562437562437563
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	score_permutation	100	100	100	1.327065995489472e-05	1.327065995489472e-05	1.3270659954894723e-05	3.3898271265208486e-21	-0.999499874937461	1.0	-0.999499874937461	1.0
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	pooled	500	500	500	1.5787317120117763e-05	1.5787317120117763e-05	1.641463119968579e-05	3.0410879556498767e-06	-0.2062794923121421	0.6530867283179205	-0.2062794923121421	0.6530867283179205
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	coordinate_permutation	500	500	500	1.5787317120117763e-05	1.5787317120117763e-05	1.5843947708092914e-05	1.3258693504462246e-07	-0.4271204244678579	0.6233766233766234	-0.4271204244678579	0.6233766233766234
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	celltype_permutation	500	500	500	1.5787317120117763e-05	1.5787317120117763e-05	1.900776593713748e-05	5.05011756119554e-06	-0.6376977917831526	0.7172827172827173	-0.6376977917831526	0.7172827172827173
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	matched_random_lr	500	500	500	1.5787317120117763e-05	1.5787317120117763e-05	1.5019494033395014e-05	1.4491418564974851e-06	0.5298467387992954	0.2727272727272727	0.5298467387992954	0.2727272727272727
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	score_permutation	500	500	500	1.5787317120117763e-05	1.5787317120117763e-05	1.578731712011776e-05	3.3898271265208486e-21	0.999499874937461	1.0	0.999499874937461	1.0
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	pooled	1000	1000	1000	1.4721621655398975e-05	1.4721621655398975e-05	1.511241339078546e-05	2.7136396880114965e-06	-0.144010178327267	0.5966008497875531	-0.144010178327267	0.5966008497875531
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	coordinate_permutation	1000	1000	1000	1.4721621655398975e-05	1.4721621655398975e-05	1.4769632138757188e-05	1.2167741485778656e-07	-0.3945718555438212	0.6063936063936064	-0.3945718555438212	0.6063936063936064
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	celltype_permutation	1000	1000	1000	1.4721621655398975e-05	1.4721621655398975e-05	1.7353497197858475e-05	4.605277824802009e-06	-0.5714911548409458	0.6843156843156843	-0.5714911548409458	0.6843156843156843
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	matched_random_lr	1000	1000	1000	1.4721621655398975e-05	1.4721621655398975e-05	1.360490257112721e-05	8.253788940869928e-07	1.3529775140507374	0.0969030969030969	1.3529775140507374	0.0969030969030969
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	score_permutation	1000	1000	1000	1.4721621655398975e-05	1.4721621655398975e-05	1.4721621655398969e-05	6.779654253041699e-21	0.999499874937461	1.0	0.999499874937461	1.0
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	pooled	5000	5000	4021	1.6440029424569943e-05	1.6440029424569943e-05	1.6932942406887973e-05	3.160632047347553e-06	-0.155953927864425	0.5773556610847288	-0.155953927864425	0.5773556610847288
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	coordinate_permutation	5000	5000	4021	1.6440029424569943e-05	1.6440029424569943e-05	1.648911077946821e-05	1.3494416501644245e-07	-0.3637160220472448	0.5834165834165834	-0.3637160220472448	0.5834165834165834
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	celltype_permutation	5000	5000	4021	1.6440029424569943e-05	1.6440029424569943e-05	1.98178406089924e-05	5.218443906359924e-06	-0.6472832217868214	0.7252747252747253	-0.6472832217868214	0.7252747252747253
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	matched_random_lr	5000	5000	4021	1.6440029424569943e-05	1.6440029424569943e-05	1.498478881452134e-05	4.0933063549451917e-07	3.555171501616301	0.0019980019980019	3.555171501616301	0.0019980019980019
artista_axolotl	artista_axolotl	Ambystoma mexicanum	Control_Juv	Stereo-seq cellbin	embedding_cosine	11698	17	5000	0	1000	embedding_cosine			contact	spatial_ccc_score	score_permutation	5000	5000	4021	1.6440029424569943e-05	1.6440029424569943e-05	1.6440029424569936e-05	6.779654253041699e-21	0.999499874937461	1.0	0.999499874937461	1.0
