source_dataset	distance_bin	mean_distance	model_weighted_mean_spatial_ccc_score	n_observations
artista_axolotl	2	571.4228294353293	0.003426091773583791	6473
artista_axolotl	3	659.7547159721851	0.0014339534898763534	80857
artista_axolotl	4	1616.9777965424796	0.0013233892064239484	80857
artista_axolotl	5	2385.9368963233933	0.0015548353655020055	80858
artista_axolotl	6	3213.5461600594786	0.001432856716828069	80857
artista_axolotl	7	4840.663854178793	0.0010686753533732142	80858
sota_soybean	0	17.872731322129646	0.001349931183912889	80858
sota_soybean	1	40.64860607755968	0.001263772336523362	80857
sota_soybean	2	81.49393613626499	0.0009132986844759659	74385
